CustomerID,TicketDate,IssueType,ResolutionTime,SatisfactionScore
CUST04585,2021-03-05,Login Issue,1,1
CUST02647,2021-05-08,Account Blocked,4,4
CUST06817,2021-05-21,Other,12,5
CUST02444,2021-01-04,Payment Issue,2,3
CUST06493,2021-05-22,Account Blocked,9,1
CUST08657,2021-09-30,Other,14,2
CUST00206,2021-02-04,Other,11,5
CUST07178,2021-06-02,Other,12,2
CUST01093,2021-07-03,Service Down,4,3
CUST00639,2021-12-07,Service Down,13,2
CUST04161,2021-06-25,Login Issue,10,2
CUST03931,2021-12-09,Login Issue,12,3
CUST04260,2021-02-20,Service Down,12,1
CUST01858,2021-10-11,Service Down,10,3
CUST07108,2021-07-23,Login Issue,2,4
CUST08227,2021-11-29,Other,8,3
CUST07107,2021-10-12,Login Issue,7,4
CUST07980,2021-11-27,Service Down,11,1
CUST04728,2021-12-23,Payment Issue,14,1
CUST00145,2021-06-08,Service Down,8,2
CUST09558,2021-01-18,Service Down,2,2
CUST07678,2021-03-12,Service Down,7,5
CUST09849,2021-04-22,Other,3,1
CUST02944,2021-05-16,Service Down,11,2
CUST06412,2021-09-26,Login Issue,9,1
CUST03982,2021-03-07,Payment Issue,6,1
CUST07843,2021-05-16,Account Blocked,9,3
CUST03395,2021-07-19,Other,10,2
CUST05681,2021-07-10,Payment Issue,5,5
CUST04793,2021-10-23,Payment Issue,9,1
CUST07549,2021-07-25,Payment Issue,6,2
CUST04826,2021-09-18,Payment Issue,10,5
CUST05289,2021-03-15,Payment Issue,1,4
CUST05363,2021-03-04,Account Blocked,8,1
CUST04554,2021-08-03,Payment Issue,14,1
CUST02137,2021-06-05,Service Down,8,4
CUST08397,2021-12-06,Service Down,14,1
CUST08319,2021-07-29,Service Down,4,5
CUST02652,2021-07-05,Other,6,3
CUST04270,2021-01-21,Other,2,4
CUST07818,2021-02-22,Account Blocked,12,1
CUST05942,2021-08-03,Login Issue,1,1
CUST05677,2021-02-05,Login Issue,12,2
CUST09708,2021-05-06,Login Issue,7,1
CUST01947,2021-04-25,Service Down,13,3
CUST01048,2021-07-16,Payment Issue,6,1
CUST03290,2021-10-29,Login Issue,10,3
CUST00111,2021-07-08,Login Issue,7,2
CUST00161,2021-06-01,Account Blocked,12,5
CUST09472,2021-10-21,Payment Issue,2,1
CUST07309,2021-05-28,Account Blocked,2,2
CUST05459,2021-05-24,Payment Issue,11,5
CUST07972,2021-06-10,Other,1,5
CUST08604,2021-03-21,Payment Issue,6,5
CUST07548,2021-03-14,Service Down,14,1
CUST07811,2021-01-24,Service Down,3,2
CUST05032,2021-03-19,Payment Issue,7,2
CUST04229,2021-01-26,Account Blocked,7,2
CUST02862,2021-12-19,Login Issue,5,4
CUST08427,2021-05-31,Login Issue,7,4
CUST03782,2021-09-19,Other,1,4
CUST03671,2021-04-26,Login Issue,9,4
CUST09290,2021-11-04,Other,7,1
CUST00959,2021-06-27,Account Blocked,9,5
CUST04225,2021-12-18,Service Down,5,2
CUST01438,2021-02-05,Other,12,4
CUST02113,2021-06-06,Account Blocked,3,5
CUST07534,2021-03-20,Account Blocked,8,3
CUST08410,2021-05-16,Service Down,5,4
CUST01407,2021-01-27,Other,11,1
CUST07435,2021-01-05,Account Blocked,4,2
CUST04405,2021-09-25,Service Down,13,4
CUST00208,2021-05-05,Service Down,4,4
CUST00798,2021-12-29,Other,14,2
CUST02739,2021-11-09,Account Blocked,3,1
CUST04272,2021-03-14,Login Issue,14,3
CUST05634,2021-11-02,Payment Issue,6,3
CUST03796,2021-05-16,Other,12,1
CUST09781,2021-06-01,Service Down,7,4
CUST04919,2021-04-02,Account Blocked,7,1
CUST09865,2021-10-25,Account Blocked,6,3
CUST00238,2021-09-14,Payment Issue,7,1
CUST01829,2021-03-09,Other,14,3
CUST09631,2021-04-10,Other,1,2
CUST04149,2021-03-28,Login Issue,13,1
CUST00312,2021-08-01,Login Issue,8,4
CUST01861,2021-04-23,Account Blocked,10,1
CUST05645,2021-02-05,Other,9,1
CUST04164,2021-01-17,Login Issue,4,4
CUST05780,2021-01-12,Login Issue,6,2
CUST00063,2021-07-24,Account Blocked,13,4
CUST01488,2021-02-03,Login Issue,6,1
CUST08085,2021-05-03,Service Down,13,5
CUST04201,2021-05-09,Payment Issue,6,3
CUST06065,2021-07-21,Account Blocked,2,3
CUST05824,2021-07-10,Payment Issue,11,1
CUST08764,2021-11-03,Payment Issue,13,2
CUST06231,2021-07-25,Account Blocked,13,2
CUST06482,2021-03-11,Service Down,3,4
CUST03269,2021-07-13,Login Issue,8,3
CUST03495,2021-11-25,Other,8,1
CUST04662,2021-08-03,Other,5,4
CUST04623,2021-03-15,Other,6,3
CUST07135,2021-02-19,Service Down,7,1
CUST07819,2021-04-06,Service Down,6,4
CUST07611,2021-09-27,Service Down,6,3
CUST08418,2021-09-11,Service Down,7,2
CUST08343,2021-02-26,Service Down,2,4
CUST00027,2021-06-05,Other,12,1
CUST02637,2021-05-11,Login Issue,4,2
CUST06271,2021-03-30,Other,1,1
CUST02692,2021-03-30,Payment Issue,7,4
CUST03158,2021-08-14,Service Down,8,5
CUST09696,2021-12-31,Other,7,1
CUST08451,2021-12-16,Payment Issue,7,4
CUST05163,2021-12-11,Service Down,6,3
CUST05789,2021-07-11,Service Down,12,1
CUST06771,2021-11-11,Account Blocked,10,4
CUST03593,2021-05-04,Other,9,5
CUST06466,2021-10-24,Other,9,3
CUST01659,2021-07-08,Payment Issue,7,5
CUST02446,2021-06-15,Payment Issue,8,5
CUST02059,2021-07-21,Payment Issue,8,5
CUST04951,2021-04-17,Service Down,11,1
CUST09906,2021-03-08,Account Blocked,13,1
CUST02415,2021-05-22,Service Down,11,2
CUST07088,2021-01-24,Service Down,9,3
CUST09983,2021-12-31,Payment Issue,5,5
CUST07130,2021-07-12,Other,8,3
CUST00960,2021-06-20,Account Blocked,8,1
CUST04515,2021-11-11,Login Issue,12,3
CUST09377,2021-02-15,Payment Issue,14,5
CUST09553,2021-07-15,Account Blocked,5,2
CUST00613,2021-08-09,Payment Issue,6,4
CUST07688,2021-03-17,Service Down,13,4
CUST00995,2021-06-25,Service Down,5,5
CUST02099,2021-05-15,Service Down,4,2
CUST02135,2021-06-19,Login Issue,2,4
CUST07021,2021-05-10,Payment Issue,12,5
CUST08784,2021-09-30,Account Blocked,2,4
CUST06342,2021-05-09,Login Issue,14,2
CUST04511,2021-10-30,Service Down,13,3
CUST00092,2021-07-24,Service Down,11,1
CUST05429,2021-03-21,Login Issue,4,5
CUST04285,2021-03-23,Service Down,13,2
CUST06157,2021-09-08,Payment Issue,2,3
CUST05025,2021-08-26,Payment Issue,9,5
CUST08156,2021-04-21,Payment Issue,5,1
CUST03972,2021-08-08,Login Issue,9,1
CUST02866,2021-10-02,Account Blocked,3,2
CUST06763,2021-06-22,Account Blocked,2,3
CUST05479,2021-05-16,Service Down,1,4
CUST01165,2021-07-26,Payment Issue,1,4
CUST01804,2021-04-11,Login Issue,1,2
CUST00219,2021-03-25,Login Issue,6,5
CUST03172,2021-04-28,Service Down,12,5
CUST03708,2021-09-23,Payment Issue,9,5
CUST07128,2021-11-10,Login Issue,13,2
CUST07582,2021-01-26,Payment Issue,2,5
CUST07311,2021-11-29,Payment Issue,6,2
CUST04439,2021-10-22,Account Blocked,3,3
CUST04402,2021-01-19,Other,8,5
CUST01325,2021-07-25,Other,7,1
CUST06694,2021-08-23,Login Issue,3,2
CUST01235,2021-12-15,Login Issue,4,2
CUST08877,2021-06-19,Other,14,2
CUST09309,2021-06-20,Login Issue,7,2
CUST00746,2021-06-18,Payment Issue,3,3
CUST00908,2021-11-25,Account Blocked,14,5
CUST06272,2021-11-02,Service Down,5,3
CUST07044,2021-05-09,Payment Issue,5,5
CUST07449,2021-10-05,Other,4,5
CUST02254,2021-12-07,Payment Issue,8,5
CUST02303,2021-11-28,Other,9,1
CUST03787,2021-06-14,Service Down,9,2
CUST00795,2021-01-30,Login Issue,12,3
CUST01999,2021-12-05,Other,11,2
CUST00146,2021-03-03,Payment Issue,1,2
CUST06962,2021-04-06,Payment Issue,4,5
CUST08063,2021-02-25,Payment Issue,13,4
CUST07943,2021-08-02,Payment Issue,11,5
CUST07890,2021-07-14,Service Down,10,1
CUST03429,2021-06-30,Payment Issue,6,4
CUST05150,2021-06-24,Payment Issue,7,4
CUST05531,2021-07-27,Payment Issue,8,1
CUST02589,2021-08-08,Login Issue,1,5
CUST08167,2021-08-01,Other,3,1
CUST02722,2021-05-03,Service Down,10,4
CUST08296,2021-10-28,Payment Issue,1,2
CUST03364,2021-06-20,Payment Issue,3,4
CUST08249,2021-03-10,Service Down,2,2
CUST07622,2021-11-07,Account Blocked,8,3
CUST07867,2021-12-16,Account Blocked,3,2
CUST04367,2021-03-10,Payment Issue,7,2
CUST01234,2021-06-27,Login Issue,3,3
CUST09288,2021-09-24,Payment Issue,12,1
CUST08606,2021-05-26,Other,11,5
CUST02150,2021-04-14,Service Down,6,1
CUST03366,2021-02-04,Login Issue,7,2
CUST06466,2021-07-17,Login Issue,4,5
CUST04042,2021-01-13,Account Blocked,1,4
CUST09330,2021-11-13,Account Blocked,8,4
CUST02559,2021-06-02,Login Issue,2,1
CUST04198,2021-05-08,Payment Issue,7,1
CUST02523,2021-04-06,Account Blocked,5,4
CUST02396,2021-10-22,Service Down,3,1
CUST03059,2021-12-07,Login Issue,10,1
CUST04778,2021-12-01,Service Down,2,5
CUST08340,2021-12-11,Service Down,4,4
CUST07682,2021-10-24,Login Issue,1,1
CUST01696,2021-11-03,Login Issue,11,1
CUST01725,2021-12-28,Other,3,2
CUST03021,2021-06-24,Other,1,1
CUST08635,2021-10-18,Service Down,1,2
CUST06038,2021-04-19,Account Blocked,10,5
CUST00899,2021-04-17,Login Issue,11,1
CUST00039,2021-02-24,Account Blocked,11,5
CUST00138,2021-07-30,Other,6,4
CUST08342,2021-07-13,Service Down,8,3
CUST03368,2021-04-15,Service Down,11,3
CUST09916,2021-10-10,Service Down,4,5
CUST03161,2021-05-15,Service Down,8,4
CUST09973,2021-10-03,Account Blocked,11,1
CUST07828,2021-04-07,Other,11,2
CUST01841,2021-09-23,Other,8,4
CUST06804,2021-05-09,Payment Issue,11,1
CUST01058,2021-08-08,Service Down,3,2
CUST09691,2021-08-19,Account Blocked,12,5
CUST07194,2021-08-18,Payment Issue,10,2
CUST01116,2021-08-29,Service Down,9,3
CUST08669,2021-12-03,Account Blocked,6,1
CUST00425,2021-08-28,Account Blocked,6,5
CUST07781,2021-05-04,Payment Issue,9,3
CUST00255,2021-10-23,Other,5,5
CUST00834,2021-02-06,Other,9,2
CUST05876,2021-12-31,Other,6,1
CUST04596,2021-12-25,Other,7,1
CUST00355,2021-03-28,Other,11,4
CUST04628,2021-05-23,Login Issue,8,5
CUST00399,2021-11-05,Payment Issue,7,1
CUST09700,2021-02-04,Payment Issue,14,5
CUST00485,2021-12-24,Login Issue,6,3
CUST06491,2021-08-18,Payment Issue,11,1
CUST02777,2021-08-14,Account Blocked,9,2
CUST07568,2021-07-12,Other,7,5
CUST01093,2021-05-13,Login Issue,12,1
CUST09712,2021-09-04,Service Down,7,2
CUST07703,2021-06-16,Account Blocked,2,4
CUST03833,2021-02-07,Payment Issue,13,2
CUST09866,2021-07-23,Service Down,14,1
CUST09138,2021-07-16,Payment Issue,8,5
CUST06824,2021-03-15,Login Issue,1,4
CUST04531,2021-03-15,Login Issue,9,3
CUST08479,2021-05-22,Login Issue,2,4
CUST04960,2021-01-08,Account Blocked,3,4
CUST00673,2021-07-10,Account Blocked,13,2
CUST05736,2021-09-12,Service Down,2,4
CUST02783,2021-11-09,Other,14,4
CUST06534,2021-06-18,Service Down,13,2
CUST02225,2021-11-20,Payment Issue,1,5
CUST09512,2021-06-24,Account Blocked,12,5
CUST03732,2021-09-29,Account Blocked,9,4
CUST07819,2021-09-15,Payment Issue,4,4
CUST03722,2021-11-14,Login Issue,13,1
CUST05784,2021-07-01,Service Down,5,3
CUST04401,2021-10-16,Payment Issue,4,5
CUST03964,2021-01-21,Account Blocked,6,4
CUST00685,2021-12-08,Other,14,1
CUST07033,2021-05-06,Account Blocked,1,2
CUST06154,2021-05-20,Other,2,5
CUST03437,2021-09-18,Login Issue,14,4
CUST07923,2021-05-05,Service Down,3,1
CUST05143,2021-10-21,Account Blocked,6,5
CUST01516,2021-05-22,Payment Issue,11,3
CUST04757,2021-08-07,Payment Issue,9,2
CUST05181,2021-10-12,Service Down,2,5
CUST03158,2021-12-12,Service Down,12,4
CUST07265,2021-03-26,Account Blocked,14,4
CUST09926,2021-10-27,Account Blocked,4,5
CUST04564,2021-01-01,Account Blocked,1,2
CUST09730,2021-05-23,Login Issue,13,1
CUST09385,2021-02-14,Login Issue,11,5
CUST02063,2021-01-02,Payment Issue,14,5
CUST09319,2021-08-29,Login Issue,9,1
CUST00684,2021-07-18,Account Blocked,11,2
CUST00605,2021-04-28,Payment Issue,11,4
CUST01142,2021-12-08,Login Issue,14,4
CUST09520,2021-02-28,Login Issue,9,3
CUST05964,2021-07-23,Other,10,3
CUST04736,2021-03-11,Account Blocked,11,4
CUST07462,2021-08-29,Payment Issue,10,5
CUST03257,2021-06-28,Service Down,1,3
CUST02071,2021-02-25,Payment Issue,10,3
CUST04575,2021-12-16,Login Issue,3,1
CUST05505,2021-08-02,Other,7,5
CUST04624,2021-02-22,Other,6,1
CUST05869,2021-07-26,Payment Issue,7,4
CUST04618,2021-10-27,Login Issue,12,3
CUST01530,2021-03-04,Login Issue,10,4
CUST09251,2021-10-11,Other,13,3
CUST05775,2021-11-18,Service Down,14,4
CUST08696,2021-11-06,Other,8,4
CUST02812,2021-07-10,Other,2,4
CUST09595,2021-05-27,Other,2,1
CUST02065,2021-03-13,Login Issue,6,1
CUST08179,2021-10-29,Service Down,7,5
CUST02997,2021-05-14,Account Blocked,14,3
CUST08435,2021-07-30,Login Issue,9,4
CUST07473,2021-12-06,Service Down,3,3
CUST06750,2021-05-17,Account Blocked,6,3
CUST03130,2021-11-24,Account Blocked,5,3
CUST05902,2021-12-21,Account Blocked,10,1
CUST05146,2021-05-01,Account Blocked,11,5
CUST04280,2021-12-15,Other,2,1
CUST04769,2021-12-22,Login Issue,4,4
CUST06825,2021-04-07,Service Down,13,1
CUST01095,2021-03-08,Account Blocked,4,1
CUST04818,2021-09-17,Account Blocked,1,1
CUST06582,2021-06-25,Other,8,4
CUST05889,2021-05-19,Service Down,13,3
CUST02443,2021-09-15,Other,10,5
CUST06700,2021-01-22,Login Issue,10,3
CUST00642,2021-01-05,Account Blocked,9,3
CUST05405,2021-03-08,Login Issue,5,5
CUST08733,2021-12-04,Login Issue,4,5
CUST09033,2021-09-20,Other,3,1
CUST02690,2021-12-17,Login Issue,10,1
CUST06145,2021-09-30,Account Blocked,7,5
CUST03651,2021-01-13,Service Down,13,2
CUST05791,2021-11-13,Login Issue,9,2
CUST02940,2021-10-10,Payment Issue,8,5
CUST04203,2021-08-07,Service Down,8,1
CUST01262,2021-03-30,Other,1,4
CUST09907,2021-07-28,Service Down,6,5
CUST04815,2021-01-11,Payment Issue,5,1
CUST06335,2021-11-20,Other,11,4
CUST05836,2021-12-02,Other,1,4
CUST06393,2021-01-23,Service Down,4,4
CUST06817,2021-06-30,Other,6,4
CUST09935,2021-04-15,Login Issue,13,1
CUST04726,2021-06-24,Other,8,3
CUST07907,2021-02-25,Account Blocked,3,1
CUST01715,2021-01-06,Account Blocked,1,1
CUST07897,2021-09-22,Payment Issue,9,4
CUST08250,2021-10-16,Account Blocked,6,3
CUST04115,2021-05-27,Payment Issue,3,5
CUST05069,2021-03-19,Other,2,3
CUST00842,2021-09-18,Service Down,4,4
CUST09827,2021-06-10,Payment Issue,6,2
CUST08293,2021-01-30,Account Blocked,13,4
CUST07198,2021-12-01,Service Down,11,1
CUST05442,2021-09-10,Service Down,13,1
CUST09218,2021-06-28,Login Issue,3,3
CUST08921,2021-01-08,Other,13,3
CUST09897,2021-09-23,Account Blocked,5,1
CUST00898,2021-11-08,Login Issue,12,5
CUST05074,2021-09-20,Login Issue,12,1
CUST06401,2021-06-29,Payment Issue,13,2
CUST03692,2021-10-02,Payment Issue,9,5
CUST05500,2021-06-29,Account Blocked,14,3
CUST03861,2021-02-20,Service Down,8,4
CUST03309,2021-08-24,Account Blocked,10,5
CUST09610,2021-03-12,Login Issue,7,5
CUST02008,2021-08-24,Other,13,4
CUST05021,2021-12-26,Login Issue,7,5
CUST03068,2021-03-27,Login Issue,10,5
CUST01545,2021-08-26,Other,9,5
CUST05245,2021-05-26,Other,10,5
CUST08593,2021-11-23,Account Blocked,12,4
CUST02305,2021-09-27,Login Issue,11,3
CUST01582,2021-04-14,Payment Issue,6,5
CUST02613,2021-08-09,Account Blocked,6,5
CUST02438,2021-05-09,Other,11,3
CUST09922,2021-01-11,Payment Issue,7,5
CUST02555,2021-04-03,Login Issue,9,3
CUST04681,2021-09-02,Login Issue,12,1
CUST07053,2021-07-15,Service Down,10,3
CUST09264,2021-05-22,Login Issue,1,2
CUST04166,2021-04-28,Account Blocked,12,3
CUST07443,2021-04-14,Other,8,3
CUST07920,2021-09-02,Service Down,12,3
CUST00128,2021-02-24,Login Issue,1,1
CUST05025,2021-08-27,Payment Issue,14,3
CUST00780,2021-05-22,Other,12,1
CUST09721,2021-08-07,Payment Issue,14,4
CUST01760,2021-03-04,Account Blocked,2,5
CUST04430,2021-07-15,Login Issue,1,2
CUST01931,2021-04-09,Other,6,3
CUST05335,2021-06-07,Payment Issue,7,4
CUST00378,2021-08-10,Payment Issue,11,5
CUST02333,2021-03-15,Account Blocked,8,3
CUST05290,2021-08-19,Service Down,4,2
CUST02089,2021-07-25,Payment Issue,2,5
CUST04131,2021-07-31,Login Issue,14,3
CUST05346,2021-06-06,Login Issue,13,5
CUST09132,2021-05-15,Other,1,2
CUST05079,2021-09-08,Service Down,9,5
CUST05165,2021-07-16,Service Down,10,1
CUST01266,2021-11-03,Account Blocked,9,1
CUST08824,2021-10-20,Service Down,4,1
CUST02389,2021-09-11,Account Blocked,1,1
CUST08695,2021-02-24,Login Issue,11,3
CUST04253,2021-11-10,Login Issue,8,3
CUST05293,2021-05-06,Service Down,4,3
CUST07272,2021-01-15,Service Down,2,3
CUST05392,2021-06-28,Login Issue,3,4
CUST00018,2021-06-03,Payment Issue,11,3
CUST01882,2021-02-22,Service Down,11,2
CUST09843,2021-07-20,Payment Issue,14,5
CUST06352,2021-05-13,Account Blocked,6,4
CUST02347,2021-03-06,Service Down,7,4
CUST04861,2021-01-22,Service Down,10,2
CUST04712,2021-03-05,Service Down,2,1
CUST09143,2021-11-18,Account Blocked,10,1
CUST07393,2021-01-20,Account Blocked,6,5
CUST03794,2021-12-19,Login Issue,9,4
CUST06650,2021-11-20,Login Issue,7,5
CUST00450,2021-11-19,Payment Issue,9,1
CUST05322,2021-03-16,Service Down,7,3
CUST03392,2021-12-07,Payment Issue,10,3
CUST02063,2021-07-21,Account Blocked,7,5
CUST05987,2021-06-24,Service Down,8,4
CUST01163,2021-12-31,Payment Issue,4,3
CUST02882,2021-11-29,Service Down,5,5
CUST06136,2021-08-04,Other,7,2
CUST07269,2021-02-21,Payment Issue,11,4
CUST03028,2021-07-30,Account Blocked,3,1
CUST07004,2021-08-11,Service Down,7,1
CUST03245,2021-10-08,Payment Issue,11,2
CUST02628,2021-09-25,Login Issue,6,3
CUST08510,2021-01-30,Login Issue,13,4
CUST01648,2021-03-21,Account Blocked,1,3
CUST02216,2021-12-29,Service Down,14,3
CUST01461,2021-09-14,Account Blocked,1,5
CUST09143,2021-11-05,Service Down,11,5
CUST04901,2021-02-22,Other,6,4
CUST02275,2021-04-28,Other,12,2
CUST08399,2021-04-23,Account Blocked,9,2
CUST00151,2021-12-03,Account Blocked,12,3
CUST02049,2021-11-29,Other,14,5
CUST06511,2021-09-18,Payment Issue,8,5
CUST05137,2021-06-13,Payment Issue,12,4
CUST02190,2021-11-20,Other,5,3
CUST03189,2021-05-25,Payment Issue,4,1
CUST09707,2021-07-23,Account Blocked,4,1
CUST03519,2021-12-24,Other,1,5
CUST02648,2021-12-28,Service Down,9,4
CUST01156,2021-01-30,Account Blocked,6,1
CUST04360,2021-01-31,Account Blocked,8,5
CUST03625,2021-06-16,Account Blocked,13,1
CUST00864,2021-08-23,Service Down,4,2
CUST04264,2021-02-26,Service Down,2,1
CUST00696,2021-06-23,Service Down,5,4
CUST01551,2021-10-17,Payment Issue,10,1
CUST00336,2021-04-12,Payment Issue,13,4
CUST00127,2021-09-12,Login Issue,13,1
CUST08059,2021-06-21,Login Issue,4,4
CUST04920,2021-01-16,Account Blocked,3,5
CUST00458,2021-02-18,Account Blocked,10,1
CUST00665,2021-03-10,Account Blocked,2,1
CUST03124,2021-06-01,Login Issue,2,5
CUST05699,2021-07-31,Service Down,1,1
CUST01665,2021-11-18,Payment Issue,5,2
CUST07419,2021-02-20,Account Blocked,14,2
CUST04644,2021-11-13,Login Issue,4,3
CUST05720,2021-06-07,Login Issue,10,2
CUST09338,2021-03-01,Payment Issue,1,2
CUST07647,2021-02-11,Payment Issue,11,5
CUST05624,2021-03-30,Payment Issue,4,1
CUST07936,2021-08-01,Login Issue,8,1
CUST01928,2021-09-24,Account Blocked,2,4
CUST05646,2021-08-06,Other,13,2
CUST02716,2021-04-01,Login Issue,4,3
CUST02180,2021-09-30,Payment Issue,2,3
CUST02762,2021-01-29,Account Blocked,10,2
CUST05673,2021-07-18,Payment Issue,12,1
CUST06741,2021-08-02,Login Issue,7,4
CUST07230,2021-12-21,Login Issue,12,4
CUST00386,2021-03-21,Account Blocked,5,3
CUST00929,2021-06-19,Service Down,14,3
CUST01802,2021-03-17,Other,13,4
CUST01149,2021-01-30,Service Down,11,2
CUST00971,2021-05-10,Service Down,13,2
CUST01637,2021-03-12,Other,5,1
CUST04934,2021-04-07,Service Down,4,5
CUST05506,2021-09-12,Login Issue,8,2
CUST05058,2021-12-26,Service Down,8,2
CUST07466,2021-07-08,Payment Issue,14,1
CUST05424,2021-09-23,Service Down,14,5
CUST01347,2021-10-13,Payment Issue,8,4
CUST07700,2021-03-07,Login Issue,4,1
CUST04508,2021-01-13,Service Down,12,5
CUST04608,2021-10-21,Login Issue,10,3
CUST05051,2021-03-15,Payment Issue,13,2
CUST08916,2021-06-22,Account Blocked,2,2
CUST00523,2021-08-15,Other,13,2
CUST06022,2021-11-24,Service Down,6,1
CUST00454,2021-09-24,Other,12,2
CUST05976,2021-10-13,Login Issue,4,3
CUST06260,2021-10-18,Account Blocked,2,3
CUST00286,2021-12-05,Service Down,7,2
CUST03961,2021-06-06,Account Blocked,1,5
CUST01428,2021-09-05,Other,5,4
CUST03837,2021-09-24,Payment Issue,6,5
CUST07186,2021-11-15,Other,13,5
CUST06224,2021-07-30,Login Issue,5,5
CUST07334,2021-06-11,Account Blocked,10,3
CUST00169,2021-10-02,Login Issue,8,3
CUST09158,2021-08-17,Service Down,2,3
CUST04516,2021-01-20,Service Down,9,1
CUST04803,2021-09-29,Login Issue,14,2
CUST04083,2021-04-12,Account Blocked,4,3
CUST01787,2021-04-28,Other,3,5
CUST04470,2021-05-02,Login Issue,13,3
CUST08338,2021-04-30,Login Issue,6,3
CUST08052,2021-11-16,Payment Issue,1,5
CUST04563,2021-03-04,Other,3,4
CUST03496,2021-06-26,Payment Issue,2,5
CUST02374,2021-12-20,Login Issue,6,5
CUST06104,2021-03-13,Account Blocked,7,2
CUST03865,2021-05-09,Other,2,5
CUST03489,2021-10-11,Service Down,1,2
CUST05692,2021-08-18,Service Down,13,3
CUST03758,2021-09-30,Service Down,4,4
CUST02954,2021-06-19,Login Issue,3,3
CUST07414,2021-01-21,Service Down,12,4
CUST03702,2021-07-13,Other,1,5
CUST02792,2021-04-18,Service Down,9,1
CUST07485,2021-02-24,Account Blocked,10,2
CUST04967,2021-12-02,Login Issue,10,3
CUST00222,2021-09-11,Login Issue,11,5
CUST05517,2021-09-17,Login Issue,3,5
CUST08605,2021-09-21,Payment Issue,2,1
CUST09443,2021-12-23,Other,8,1
CUST06616,2021-01-15,Service Down,10,5
CUST00627,2021-02-06,Other,8,5
CUST08816,2021-07-19,Account Blocked,2,4
CUST01466,2021-06-10,Payment Issue,3,3
CUST06991,2021-03-11,Login Issue,10,1
CUST09942,2021-06-20,Payment Issue,9,1
CUST03764,2021-10-13,Account Blocked,6,5
CUST00370,2021-02-22,Login Issue,5,2
CUST09914,2021-07-08,Other,7,5
CUST00786,2021-09-04,Payment Issue,12,4
CUST04493,2021-11-17,Service Down,3,4
CUST01263,2021-01-18,Payment Issue,4,1
CUST01822,2021-09-21,Payment Issue,1,1
CUST06721,2021-07-05,Account Blocked,5,3
CUST07941,2021-08-11,Login Issue,4,3
